Longitude,Latitude,Time,Precipitation Anomaly
158.75W,81.25S,0000 16 Jul 2000,-10.06003
156.25W,81.25S,0000 16 Jul 2000,-7.744819
153.75W,81.25S,0000 16 Jul 2000,10.02955
151.25W,81.25S,0000 16 Jul 2000,12.15924
148.75W,81.25S,0000 16 Jul 2000,13.61639
146.25W,81.25S,0000 16 Jul 2000,10.6388
143.75W,81.25S,0000 16 Jul 2000,10.19241
141.25W,81.25S,0000 16 Jul 2000,9.788749
138.75W,81.25S,0000 16 Jul 2000,9.601891
136.25W,81.25S,0000 16 Jul 2000,8.836976
133.75W,81.25S,0000 16 Jul 2000,7.995195
131.25W,81.25S,0000 16 Jul 2000,7.786722
128.75W,81.25S,0000 16 Jul 2000,9.454459
126.25W,81.25S,0000 16 Jul 2000,9.48899
123.75W,81.25S,0000 16 Jul 2000,9.088369
121.25W,81.25S,0000 16 Jul 2000,8.706987
118.75W,81.25S,0000 16 Jul 2000,6.776213
116.25W,81.25S,0000 16 Jul 2000,6.468113
113.75W,81.25S,0000 16 Jul 2000,7.319047
111.25W,81.25S,0000 16 Jul 2000,5.682208
108.75W,81.25S,0000 16 Jul 2000,2.991098
106.25W,81.25S,0000 16 Jul 2000,2.601875
103.75W,81.25S,0000 16 Jul 2000,2.280504
101.25W,81.25S,0000 16 Jul 2000,1.197955
98.75W,81.25S,0000 16 Jul 2000,1.287227
96.25W,81.25S,0000 16 Jul 2000,0.147328
93.75W,81.25S,0000 16 Jul 2000,-1.590205
91.25W,81.25S,0000 16 Jul 2000,-2.841313
88.75W,81.25S,0000 16 Jul 2000,-3.666133
86.25W,81.25S,0000 16 Jul 2000,-4.944029
83.75W,81.25S,0000 16 Jul 2000,-6.099449
81.25W,81.25S,0000 16 Jul 2000,-5.84626
78.75W,81.25S,0000 16 Jul 2000,-6.494264
76.25W,81.25S,0000 16 Jul 2000,-7.756052
73.75W,81.25S,0000 16 Jul 2000,-8.453341
71.25W,81.25S,0000 16 Jul 2000,-9.440157
68.75W,81.25S,0000 16 Jul 2000,-10.43788
66.25W,81.25S,0000 16 Jul 2000,-11.33482
63.75W,81.25S,0000 16 Jul 2000,-11.32608
61.25W,81.25S,0000 16 Jul 2000,-10.57368
58.75W,81.25S,0000 16 Jul 2000,-9.336787
56.25W,81.25S,0000 16 Jul 2000,22.04038
53.75W,81.25S,0000 16 Jul 2000,23.30244
51.25W,81.25S,0000 16 Jul 2000,24.02162
48.75W,81.25S,0000 16 Jul 2000,25.13556
46.25W,81.25S,0000 16 Jul 2000,26.2111
43.75W,81.25S,0000 16 Jul 2000,28.55191
41.25W,81.25S,0000 16 Jul 2000,29.73859
38.75W,81.25S,0000 16 Jul 2000,30.59301
36.25W,81.25S,0000 16 Jul 2000,30.95716
33.75W,81.25S,0000 16 Jul 2000,31.18147
31.25W,81.25S,0000 16 Jul 2000,31.89651
28.75W,81.25S,0000 16 Jul 2000,31.86939
26.25W,81.25S,0000 16 Jul 2000,31.92826
23.75W,81.25S,0000 16 Jul 2000,31.65076
21.25W,81.25S,0000 16 Jul 2000,31.33146
18.75W,81.25S,0000 16 Jul 2000,30.68088
16.25W,81.25S,0000 16 Jul 2000,29.65258
13.75W,81.25S,0000 16 Jul 2000,28.31963
11.25W,81.25S,0000 16 Jul 2000,1.813756
8.75W,81.25S,0000 16 Jul 2000,2.560187
6.25W,81.25S,0000 16 Jul 2000,3.988333
3.75W,81.25S,0000 16 Jul 2000,3.43495
1.25W,81.25S,0000 16 Jul 2000,4.478447
1.25E,78.75S,0000 16 Jul 2000,2.838477
3.75E,78.75S,0000 16 Jul 2000,1.679363
6.25E,78.75S,0000 16 Jul 2000,0.8378909
8.75E,78.75S,0000 16 Jul 2000,1.639145
11.25E,78.75S,0000 16 Jul 2000,2.06723
13.75E,78.75S,0000 16 Jul 2000,2.771804
16.25E,78.75S,0000 16 Jul 2000,3.511611
18.75E,78.75S,0000 16 Jul 2000,4.662059
21.25E,78.75S,0000 16 Jul 2000,5.541821
23.75E,78.75S,0000 16 Jul 2000,7.613452
26.25E,78.75S,0000 16 Jul 2000,10.38645
28.75E,78.75S,0000 16 Jul 2000,12.65576
31.25E,78.75S,0000 16 Jul 2000,16.39451
33.75E,78.75S,0000 16 Jul 2000,20.20418
36.25E,78.75S,0000 16 Jul 2000,24.33266
38.75E,78.75S,0000 16 Jul 2000,28.35517
41.25E,78.75S,0000 16 Jul 2000,30.48198
43.75E,78.75S,0000 16 Jul 2000,32.14601
46.25E,78.75S,0000 16 Jul 2000,33.45419
48.75E,78.75S,0000 16 Jul 2000,31.34342
51.25E,78.75S,0000 16 Jul 2000,28.39187
53.75E,78.75S,0000 16 Jul 2000,20.93706
56.25E,78.75S,0000 16 Jul 2000,15.05609
58.75E,78.75S,0000 16 Jul 2000,11.26756
61.25E,78.75S,0000 16 Jul 2000,8.404476
63.75E,78.75S,0000 16 Jul 2000,7.331045
66.25E,78.75S,0000 16 Jul 2000,6.19978
68.75E,78.75S,0000 16 Jul 2000,5.879038
71.25E,78.75S,0000 16 Jul 2000,5.426883
73.75E,78.75S,0000 16 Jul 2000,5.248843
76.25E,78.75S,0000 16 Jul 2000,4.748714
78.75E,78.75S,0000 16 Jul 2000,5.516857
81.25E,78.75S,0000 16 Jul 2000,5.983451
83.75E,78.75S,0000 16 Jul 2000,0.6595749
86.25E,78.75S,0000 16 Jul 2000,1.349263
88.75E,78.75S,0000 16 Jul 2000,1.418483
91.25E,78.75S,0000 16 Jul 2000,1.082894
93.75E,78.75S,0000 16 Jul 2000,0.5731956
96.25E,78.75S,0000 16 Jul 2000,-0.06424883
98.75E,78.75S,0000 16 Jul 2000,-0.6890829
101.25E,78.75S,0000 16 Jul 2000,-2.103575
103.75E,78.75S,0000 16 Jul 2000,-3.268899
106.25E,78.75S,0000 16 Jul 2000,-4.453747
108.75E,78.75S,0000 16 Jul 2000,-6.037129
111.25E,78.75S,0000 16 Jul 2000,-7.233224
113.75E,78.75S,0000 16 Jul 2000,-7.119689
116.25E,78.75S,0000 16 Jul 2000,-7.285874
118.75E,78.75S,0000 16 Jul 2000,-7.028678
121.25E,78.75S,0000 16 Jul 2000,-7.294773
123.75E,78.75S,0000 16 Jul 2000,-6.957797
126.25E,78.75S,0000 16 Jul 2000,-7.222976
128.75E,78.75S,0000 16 Jul 2000,-8.361906
131.25E,78.75S,0000 16 Jul 2000,3.287943
133.75E,78.75S,0000 16 Jul 2000,4.032994
136.25E,78.75S,0000 16 Jul 2000,3.596379
138.75E,78.75S,0000 16 Jul 2000,5.698905
141.25E,78.75S,0000 16 Jul 2000,6.890882
143.75E,78.75S,0000 16 Jul 2000,-17.52818
146.25E,78.75S,0000 16 Jul 2000,-18.90346
148.75E,78.75S,0000 16 Jul 2000,-19.70448
151.25E,78.75S,0000 16 Jul 2000,-18.80918
153.75E,78.75S,0000 16 Jul 2000,-19.86763
156.25E,78.75S,0000 16 Jul 2000,-20.30086
158.75E,78.75S,0000 16 Jul 2000,-20.78179
161.25E,78.75S,0000 16 Jul 2000,-21.29056
163.75E,78.75S,0000 16 Jul 2000,-21.54134
166.25E,78.75S,0000 16 Jul 2000,-22.3181
168.75E,78.75S,0000 16 Jul 2000,-22.92524
171.25E,78.75S,0000 16 Jul 2000,-1.619008
173.75E,78.75S,0000 16 Jul 2000,-0.1163099
176.25E,78.75S,0000 16 Jul 2000,1.100095
178.75E,78.75S,0000 16 Jul 2000,1.225512
178.75W,78.75S,0000 16 Jul 2000,1.544756
176.25W,78.75S,0000 16 Jul 2000,0.7310627
173.75W,78.75S,0000 16 Jul 2000,-0.5409613
171.25W,78.75S,0000 16 Jul 2000,-0.9257068
168.75W,78.75S,0000 16 Jul 2000,-1.47976
166.25W,78.75S,0000 16 Jul 2000,-1.952208
163.75W,78.75S,0000 16 Jul 2000,20.87529
161.25W,78.75S,0000 16 Jul 2000,23.0278
158.75W,78.75S,0000 16 Jul 2000,28.76703
156.25W,78.75S,0000 16 Jul 2000,31.05538
153.75W,78.75S,0000 16 Jul 2000,30.69885
151.25W,78.75S,0000 16 Jul 2000,26.4529
148.75W,78.75S,0000 16 Jul 2000,25.56512
146.25W,78.75S,0000 16 Jul 2000,25.80808
143.75W,78.75S,0000 16 Jul 2000,26.02498
141.25W,78.75S,0000 16 Jul 2000,23.3829
138.75W,78.75S,0000 16 Jul 2000,20.78856
136.25W,78.75S,0000 16 Jul 2000,20.69874
133.75W,78.75S,0000 16 Jul 2000,21.13211
131.25W,78.75S,0000 16 Jul 2000,22.22832
128.75W,78.75S,0000 16 Jul 2000,23.67336
126.25W,78.75S,0000 16 Jul 2000,24.1698
123.75W,78.75S,0000 16 Jul 2000,22.98367
121.25W,78.75S,0000 16 Jul 2000,22.8441
118.75W,78.75S,0000 16 Jul 2000,23.27451
116.25W,78.75S,0000 16 Jul 2000,23.19223
113.75W,78.75S,0000 16 Jul 2000,22.56052
111.25W,78.75S,0000 16 Jul 2000,19.23269
108.75W,78.75S,0000 16 Jul 2000,15.95547
106.25W,78.75S,0000 16 Jul 2000,13.19149
103.75W,78.75S,0000 16 Jul 2000,11.73204
101.25W,78.75S,0000 16 Jul 2000,10.51572
98.75W,78.75S,0000 16 Jul 2000,10.62216
96.25W,78.75S,0000 16 Jul 2000,11.33717
93.75W,78.75S,0000 16 Jul 2000,9.458405
91.25W,78.75S,0000 16 Jul 2000,4.713743
88.75W,78.75S,0000 16 Jul 2000,-3.318578
86.25W,78.75S,0000 16 Jul 2000,-7.653411
83.75W,78.75S,0000 16 Jul 2000,-7.924896
81.25W,78.75S,0000 16 Jul 2000,-8.126234
78.75W,78.75S,0000 16 Jul 2000,-6.588669
76.25W,78.75S,0000 16 Jul 2000,-5.55386
73.75W,78.75S,0000 16 Jul 2000,-4.8237
71.25W,78.75S,0000 16 Jul 2000,-5.539023
68.75W,78.75S,0000 16 Jul 2000,-7.918054
66.25W,78.75S,0000 16 Jul 2000,-8.758689
63.75W,78.75S,0000 16 Jul 2000,6.977854
61.25W,78.75S,0000 16 Jul 2000,6.604691
58.75W,78.75S,0000 16 Jul 2000,-10.21336
56.25W,78.75S,0000 16 Jul 2000,21.24906
53.75W,78.75S,0000 16 Jul 2000,22.05208
51.25W,78.75S,0000 16 Jul 2000,22.86848
48.75W,78.75S,0000 16 Jul 2000,23.68212
46.25W,78.75S,0000 16 Jul 2000,24.50603
43.75W,78.75S,0000 16 Jul 2000,8.14829
41.25W,78.75S,0000 16 Jul 2000,7.099695
38.75W,78.75S,0000 16 Jul 2000,5.789691
36.25W,78.75S,0000 16 Jul 2000,27.50633
33.75W,78.75S,0000 16 Jul 2000,27.9055
31.25W,78.75S,0000 16 Jul 2000,28.68076
28.75W,78.75S,0000 16 Jul 2000,29.41802
26.25W,78.75S,0000 16 Jul 2000,29.60577
23.75W,78.75S,0000 16 Jul 2000,29.71211
21.25W,78.75S,0000 16 Jul 2000,29.27456
18.75W,78.75S,0000 16 Jul 2000,28.30332
16.25W,78.75S,0000 16 Jul 2000,26.93499
13.75W,78.75S,0000 16 Jul 2000,25.22303
11.25W,78.75S,0000 16 Jul 2000,1.20115
8.75W,78.75S,0000 16 Jul 2000,1.597864
6.25W,78.75S,0000 16 Jul 2000,2.841015
3.75W,78.75S,0000 16 Jul 2000,3.379969
1.25W,78.75S,0000 16 Jul 2000,3.649797
1.25E,76.25S,0000 16 Jul 2000,4.544236
3.75E,76.25S,0000 16 Jul 2000,2.637041
6.25E,76.25S,0000 16 Jul 2000,-5.043109
8.75E,76.25S,0000 16 Jul 2000,-6.858124
11.25E,76.25S,0000 16 Jul 2000,-9.22492
13.75E,76.25S,0000 16 Jul 2000,-11.26207
16.25E,76.25S,0000 16 Jul 2000,-13.32712
18.75E,76.25S,0000 16 Jul 2000,8.556401
21.25E,76.25S,0000 16 Jul 2000,10.06375
23.75E,76.25S,0000 16 Jul 2000,13.01701
26.25E,76.25S,0000 16 Jul 2000,17.03804
28.75E,76.25S,0000 16 Jul 2000,21.78317
31.25E,76.25S,0000 16 Jul 2000,26.32586
33.75E,76.25S,0000 16 Jul 2000,29.57768
36.25E,76.25S,0000 16 Jul 2000,33.36432
38.75E,76.25S,0000 16 Jul 2000,37.95864
41.25E,76.25S,0000 16 Jul 2000,40.5765
43.75E,76.25S,0000 16 Jul 2000,40.60576
46.25E,76.25S,0000 16 Jul 2000,41.5242
48.75E,76.25S,0000 16 Jul 2000,38.16843
51.25E,76.25S,0000 16 Jul 2000,31.78021
53.75E,76.25S,0000 16 Jul 2000,25.34478
56.25E,76.25S,0000 16 Jul 2000,20.06591
58.75E,76.25S,0000 16 Jul 2000,11.29861
61.25E,76.25S,0000 16 Jul 2000,7.261271
63.75E,76.25S,0000 16 Jul 2000,6.885819
66.25E,76.25S,0000 16 Jul 2000,5.554387
68.75E,76.25S,0000 16 Jul 2000,4.915717
71.25E,76.25S,0000 16 Jul 2000,4.151868
73.75E,76.25S,0000 16 Jul 2000,2.920344
76.25E,76.25S,0000 16 Jul 2000,2.815309
78.75E,76.25S,0000 16 Jul 2000,3.961465
81.25E,76.25S,0000 16 Jul 2000,3.715482
83.75E,76.25S,0000 16 Jul 2000,4.104993
86.25E,76.25S,0000 16 Jul 2000,3.007035
88.75E,76.25S,0000 16 Jul 2000,5.433007
91.25E,76.25S,0000 16 Jul 2000,8.082376
93.75E,76.25S,0000 16 Jul 2000,8.968093
96.25E,76.25S,0000 16 Jul 2000,8.537858
98.75E,76.25S,0000 16 Jul 2000,7.611054
101.25E,76.25S,0000 16 Jul 2000,6.080993
103.75E,76.25S,0000 16 Jul 2000,4.111444
106.25E,76.25S,0000 16 Jul 2000,1.961758
108.75E,76.25S,0000 16 Jul 2000,0.00262934
111.25E,76.25S,0000 16 Jul 2000,-2.689528
113.75E,76.25S,0000 16 Jul 2000,-2.046103
116.25E,76.25S,0000 16 Jul 2000,-2.791193
118.75E,76.25S,0000 16 Jul 2000,-3.790765
121.25E,76.25S,0000 16 Jul 2000,-5.58931
123.75E,76.25S,0000 16 Jul 2000,-8.159034
126.25E,76.25S,0000 16 Jul 2000,-9.668421
128.75E,76.25S,0000 16 Jul 2000,-10.36777
131.25E,76.25S,0000 16 Jul 2000,6.580629
133.75E,76.25S,0000 16 Jul 2000,10.19199
136.25E,76.25S,0000 16 Jul 2000,9.829065
138.75E,76.25S,0000 16 Jul 2000,9.499758
141.25E,76.25S,0000 16 Jul 2000,11.263
143.75E,76.25S,0000 16 Jul 2000,13.14499
146.25E,76.25S,0000 16 Jul 2000,-24.46937
148.75E,76.25S,0000 16 Jul 2000,-25.45816
151.25E,76.25S,0000 16 Jul 2000,-25.91047
153.75E,76.25S,0000 16 Jul 2000,-26.26437
156.25E,76.25S,0000 16 Jul 2000,-26.53707
158.75E,76.25S,0000 16 Jul 2000,-26.84585
161.25E,76.25S,0000 16 Jul 2000,-24.62055
163.75E,76.25S,0000 16 Jul 2000,-15.24814
166.25E,76.25S,0000 16 Jul 2000,-16.15178
168.75E,76.25S,0000 16 Jul 2000,-8.459826
171.25E,76.25S,0000 16 Jul 2000,-4.569626
173.75E,76.25S,0000 16 Jul 2000,-1.089201
176.25E,76.25S,0000 16 Jul 2000,1.705338
178.75E,76.25S,0000 16 Jul 2000,2.05141
178.75W,76.25S,0000 16 Jul 2000,2.123555
176.25W,76.25S,0000 16 Jul 2000,1.495629
173.75W,76.25S,0000 16 Jul 2000,0.738353
171.25W,76.25S,0000 16 Jul 2000,0.3536157
168.75W,76.25S,0000 16 Jul 2000,0.1940575
166.25W,76.25S,0000 16 Jul 2000,-0.03302288
163.75W,76.25S,0000 16 Jul 2000,-1.23719
161.25W,76.25S,0000 16 Jul 2000,-0.3674054
158.75W,76.25S,0000 16 Jul 2000,1.280062
156.25W,76.25S,0000 16 Jul 2000,26.35055
153.75W,76.25S,0000 16 Jul 2000,24.87541
151.25W,76.25S,0000 16 Jul 2000,-2.463183
148.75W,76.25S,0000 16 Jul 2000,-1.31488
146.25W,76.25S,0000 16 Jul 2000,0.3046265
143.75W,76.25S,0000 16 Jul 2000,32.30209
141.25W,76.25S,0000 16 Jul 2000,35.37557
138.75W,76.25S,0000 16 Jul 2000,35.75254
136.25W,76.25S,0000 16 Jul 2000,36.27584
133.75W,76.25S,0000 16 Jul 2000,37.53768
131.25W,76.25S,0000 16 Jul 2000,38.04655
128.75W,76.25S,0000 16 Jul 2000,37.74913
126.25W,76.25S,0000 16 Jul 2000,36.18761
123.75W,76.25S,0000 16 Jul 2000,35.83224
121.25W,76.25S,0000 16 Jul 2000,36.25504
118.75W,76.25S,0000 16 Jul 2000,36.59035
116.25W,76.25S,0000 16 Jul 2000,36.31359
113.75W,76.25S,0000 16 Jul 2000,34.92266
111.25W,76.25S,0000 16 Jul 2000,33.94524
108.75W,76.25S,0000 16 Jul 2000,32.95601
106.25W,76.25S,0000 16 Jul 2000,31.51483
103.75W,76.25S,0000 16 Jul 2000,31.45424
101.25W,76.25S,0000 16 Jul 2000,33.10274
98.75W,76.25S,0000 16 Jul 2000,30.98031
96.25W,76.25S,0000 16 Jul 2000,25.40361
93.75W,76.25S,0000 16 Jul 2000,19.36916
91.25W,76.25S,0000 16 Jul 2000,12.17568
88.75W,76.25S,0000 16 Jul 2000,4.933373
86.25W,76.25S,0000 16 Jul 2000,2.465663
83.75W,76.25S,0000 16 Jul 2000,2.634864
81.25W,76.25S,0000 16 Jul 2000,2.265966
78.75W,76.25S,0000 16 Jul 2000,2.588918
76.25W,76.25S,0000 16 Jul 2000,2.805175
73.75W,76.25S,0000 16 Jul 2000,1.999606
71.25W,76.25S,0000 16 Jul 2000,1.302209
68.75W,76.25S,0000 16 Jul 2000,1.980778
66.25W,76.25S,0000 16 Jul 2000,4.836762
63.75W,76.25S,0000 16 Jul 2000,6.495973
61.25W,76.25S,0000 16 Jul 2000,14.07367
58.75W,76.25S,0000 16 Jul 2000,13.40366
56.25W,76.25S,0000 16 Jul 2000,11.93633
53.75W,76.25S,0000 16 Jul 2000,11.13483
51.25W,76.25S,0000 16 Jul 2000,10.92025
48.75W,76.25S,0000 16 Jul 2000,10.48554
46.25W,76.25S,0000 16 Jul 2000,11.37636
43.75W,76.25S,0000 16 Jul 2000,10.04342
41.25W,76.25S,0000 16 Jul 2000,9.4737
38.75W,76.25S,0000 16 Jul 2000,9.257996
36.25W,76.25S,0000 16 Jul 2000,12.30428
33.75W,76.25S,0000 16 Jul 2000,14.61505
31.25W,76.25S,0000 16 Jul 2000,28.08152
28.75W,76.25S,0000 16 Jul 2000,28.47142
26.25W,76.25S,0000 16 Jul 2000,28.71365
23.75W,76.25S,0000 16 Jul 2000,27.89795
21.25W,76.25S,0000 16 Jul 2000,26.8376
18.75W,76.25S,0000 16 Jul 2000,25.30579
16.25W,76.25S,0000 16 Jul 2000,23.94632
13.75W,76.25S,0000 16 Jul 2000,22.26047
11.25W,76.25S,0000 16 Jul 2000,8.930272
8.75W,76.25S,0000 16 Jul 2000,10.38805
6.25W,76.25S,0000 16 Jul 2000,9.39667
3.75W,76.25S,0000 16 Jul 2000,7.31338
1.25W,76.25S,0000 16 Jul 2000,7.028364
1.25E,73.75S,0000 16 Jul 2000,-4.577191
3.75E,73.75S,0000 16 Jul 2000,-5.941038
6.25E,73.75S,0000 16 Jul 2000,-8.048344
8.75E,73.75S,0000 16 Jul 2000,-9.958459
11.25E,73.75S,0000 16 Jul 2000,-11.81195
13.75E,73.75S,0000 16 Jul 2000,-13.58966
16.25E,73.75S,0000 16 Jul 2000,-15.65534
18.75E,73.75S,0000 16 Jul 2000,-17.67727
21.25E,73.75S,0000 16 Jul 2000,-20.18791
23.75E,73.75S,0000 16 Jul 2000,-22.72335
26.25E,73.75S,0000 16 Jul 2000,-25.54283
28.75E,73.75S,0000 16 Jul 2000,28.69454
31.25E,73.75S,0000 16 Jul 2000,31.56946
33.75E,73.75S,0000 16 Jul 2000,33.66637
36.25E,73.75S,0000 16 Jul 2000,36.01807
38.75E,73.75S,0000 16 Jul 2000,38.53284
41.25E,73.75S,0000 16 Jul 2000,39.20034
43.75E,73.75S,0000 16 Jul 2000,37.28053
46.25E,73.75S,0000 16 Jul 2000,35.16613
48.75E,73.75S,0000 16 Jul 2000,33.76959
51.25E,73.75S,0000 16 Jul 2000,26.59224
53.75E,73.75S,0000 16 Jul 2000,21.32724
56.25E,73.75S,0000 16 Jul 2000,16.77428
58.75E,73.75S,0000 16 Jul 2000,7.360307
61.25E,73.75S,0000 16 Jul 2000,4.636202
63.75E,73.75S,0000 16 Jul 2000,4.095006
66.25E,73.75S,0000 16 Jul 2000,-7.732365
68.75E,73.75S,0000 16 Jul 2000,-4.043312
71.25E,73.75S,0000 16 Jul 2000,-0.3963836
73.75E,73.75S,0000 16 Jul 2000,2.980524
76.25E,73.75S,0000 16 Jul 2000,6.407179
78.75E,73.75S,0000 16 Jul 2000,10.71771
81.25E,73.75S,0000 16 Jul 2000,15.52192
83.75E,73.75S,0000 16 Jul 2000,23.08503
86.25E,73.75S,0000 16 Jul 2000,31.38929
88.75E,73.75S,0000 16 Jul 2000,8.54849
91.25E,73.75S,0000 16 Jul 2000,9.739639
93.75E,73.75S,0000 16 Jul 2000,14.58618
96.25E,73.75S,0000 16 Jul 2000,14.17854
98.75E,73.75S,0000 16 Jul 2000,19.39533
101.25E,73.75S,0000 16 Jul 2000,18.48738
103.75E,73.75S,0000 16 Jul 2000,19.62192
106.25E,73.75S,0000 16 Jul 2000,20.88266
108.75E,73.75S,0000 16 Jul 2000,18.54108
111.25E,73.75S,0000 16 Jul 2000,11.14826
113.75E,73.75S,0000 16 Jul 2000,8.522422
116.25E,73.75S,0000 16 Jul 2000,5.072339
118.75E,73.75S,0000 16 Jul 2000,-0.3570885
121.25E,73.75S,0000 16 Jul 2000,15.90161
123.75E,73.75S,0000 16 Jul 2000,17.54015
126.25E,73.75S,0000 16 Jul 2000,17.79358
128.75E,73.75S,0000 16 Jul 2000,17.23423
131.25E,73.75S,0000 16 Jul 2000,18.97152
133.75E,73.75S,0000 16 Jul 2000,19.08823
136.25E,73.75S,0000 16 Jul 2000,18.50397
138.75E,73.75S,0000 16 Jul 2000,17.99792
141.25E,73.75S,0000 16 Jul 2000,17.9937
143.75E,73.75S,0000 16 Jul 2000,18.6321
146.25E,73.75S,0000 16 Jul 2000,18.63188
148.75E,73.75S,0000 16 Jul 2000,18.01446
151.25E,73.75S,0000 16 Jul 2000,-33.6799
153.75E,73.75S,0000 16 Jul 2000,-34.10408
156.25E,73.75S,0000 16 Jul 2000,-34.33724
158.75E,73.75S,0000 16 Jul 2000,-34.73449
161.25E,73.75S,0000 16 Jul 2000,-34.62177
163.75E,73.75S,0000 16 Jul 2000,-34.66713
166.25E,73.75S,0000 16 Jul 2000,-35.48463
168.75E,73.75S,0000 16 Jul 2000,-35.39492
171.25E,73.75S,0000 16 Jul 2000,-9.393668
173.75E,73.75S,0000 16 Jul 2000,-5.516004
176.25E,73.75S,0000 16 Jul 2000,-3.131449
178.75E,73.75S,0000 16 Jul 2000,-2.721549
178.75W,73.75S,0000 16 Jul 2000,-3.042956
176.25W,73.75S,0000 16 Jul 2000,-2.263031
173.75W,73.75S,0000 16 Jul 2000,-0.8364404
171.25W,73.75S,0000 16 Jul 2000,-0.442143
168.75W,73.75S,0000 16 Jul 2000,-0.02443087
166.25W,73.75S,0000 16 Jul 2000,0.517117
163.75W,73.75S,0000 16 Jul 2000,0.2947854
161.25W,73.75S,0000 16 Jul 2000,-0.1545453
158.75W,73.75S,0000 16 Jul 2000,-0.6127452
156.25W,73.75S,0000 16 Jul 2000,-1.503421
153.75W,73.75S,0000 16 Jul 2000,-3.213892
151.25W,73.75S,0000 16 Jul 2000,-4.217025
148.75W,73.75S,0000 16 Jul 2000,-1.732317
146.25W,73.75S,0000 16 Jul 2000,-0.3369583
143.75W,73.75S,0000 16 Jul 2000,1.056289
141.25W,73.75S,0000 16 Jul 2000,4.387246
138.75W,73.75S,0000 16 Jul 2000,6.570755
136.25W,73.75S,0000 16 Jul 2000,39.17439
133.75W,73.75S,0000 16 Jul 2000,39.2286
131.25W,73.75S,0000 16 Jul 2000,10.8012
128.75W,73.75S,0000 16 Jul 2000,39.76149
126.25W,73.75S,0000 16 Jul 2000,40.87057
123.75W,73.75S,0000 16 Jul 2000,41.51342
121.25W,73.75S,0000 16 Jul 2000,41.43525
118.75W,73.75S,0000 16 Jul 2000,40.70704
116.25W,73.75S,0000 16 Jul 2000,41.37366
113.75W,73.75S,0000 16 Jul 2000,41.65226
111.25W,73.75S,0000 16 Jul 2000,18.83595
108.75W,73.75S,0000 16 Jul 2000,18.62095
106.25W,73.75S,0000 16 Jul 2000,18.62866
103.75W,73.75S,0000 16 Jul 2000,21.627
101.25W,73.75S,0000 16 Jul 2000,44.92514
98.75W,73.75S,0000 16 Jul 2000,42.55739
96.25W,73.75S,0000 16 Jul 2000,33.67097
93.75W,73.75S,0000 16 Jul 2000,23.5617
91.25W,73.75S,0000 16 Jul 2000,16.74681
88.75W,73.75S,0000 16 Jul 2000,12.84624
86.25W,73.75S,0000 16 Jul 2000,11.2266
83.75W,73.75S,0000 16 Jul 2000,10.645
81.25W,73.75S,0000 16 Jul 2000,10.30378
78.75W,73.75S,0000 16 Jul 2000,11.28619
76.25W,73.75S,0000 16 Jul 2000,10.25121
73.75W,73.75S,0000 16 Jul 2000,9.574038
71.25W,73.75S,0000 16 Jul 2000,-12.33194
68.75W,73.75S,0000 16 Jul 2000,-11.63794
66.25W,73.75S,0000 16 Jul 2000,-10.86383
63.75W,73.75S,0000 16 Jul 2000,-9.871281
61.25W,73.75S,0000 16 Jul 2000,13.76312
58.75W,73.75S,0000 16 Jul 2000,14.25987
56.25W,73.75S,0000 16 Jul 2000,16.86282
53.75W,73.75S,0000 16 Jul 2000,20.81016
51.25W,73.75S,0000 16 Jul 2000,19.17933
48.75W,73.75S,0000 16 Jul 2000,14.32645
46.25W,73.75S,0000 16 Jul 2000,11.91763
43.75W,73.75S,0000 16 Jul 2000,9.059744
41.25W,73.75S,0000 16 Jul 2000,8.71516
38.75W,73.75S,0000 16 Jul 2000,9.379996
36.25W,73.75S,0000 16 Jul 2000,10.34904
33.75W,73.75S,0000 16 Jul 2000,18.37305
31.25W,73.75S,0000 16 Jul 2000,15.10862
28.75W,73.75S,0000 16 Jul 2000,15.85883
26.25W,73.75S,0000 16 Jul 2000,14.65906
23.75W,73.75S,0000 16 Jul 2000,20.3601
21.25W,73.75S,0000 16 Jul 2000,24.68859
18.75W,73.75S,0000 16 Jul 2000,24.29901
16.25W,73.75S,0000 16 Jul 2000,9.695449
13.75W,73.75S,0000 16 Jul 2000,10.4243
11.25W,73.75S,0000 16 Jul 2000,12.11868
8.75W,73.75S,0000 16 Jul 2000,13.79723
6.25W,73.75S,0000 16 Jul 2000,12.19186
3.75W,73.75S,0000 16 Jul 2000,8.632895
1.25W,73.75S,0000 16 Jul 2000,-3.724408
1.25E,71.25S,0000 16 Jul 2000,-7.628283
3.75E,71.25S,0000 16 Jul 2000,-9.813523
6.25E,71.25S,0000 16 Jul 2000,-11.30287
8.75E,71.25S,0000 16 Jul 2000,-12.32035
11.25E,71.25S,0000 16 Jul 2000,-12.83244
13.75E,71.25S,0000 16 Jul 2000,-13.89988
16.25E,71.25S,0000 16 Jul 2000,-16.03403
18.75E,71.25S,0000 16 Jul 2000,-18.5694
21.25E,71.25S,0000 16 Jul 2000,-21.81284
23.75E,71.25S,0000 16 Jul 2000,-25.27773
26.25E,71.25S,0000 16 Jul 2000,-28.39127
28.75E,71.25S,0000 16 Jul 2000,31.89998
31.25E,71.25S,0000 16 Jul 2000,32.01226
33.75E,71.25S,0000 16 Jul 2000,34.48333
36.25E,71.25S,0000 16 Jul 2000,35.59813
